subject,jsd_mean,mmd2,erp_amp_err,erp_lat_err_ms
2,0.004108087279746542,0.008315472775740407,0.013893293216824532,29.076044283919597
3,0.0017439645462218323,0.014811043131175428,0.007216016761958599,87.105449120603
4,0.0037167191676417133,0.010551641946909385,0.004960060119628906,56.06646513819095
5,0.0022832607701275265,0.022710160675265545,0.0054332902655005455,66.24921482412059
6,0.0027400213930377504,0.007700153168894275,0.010123003274202347,127.83644786432161
7,0.0015663940248487052,0.006768761738988216,0.00573580339550972,179.11824748743717
8,0.0019117497236038616,0.005722841546424995,0.010593016631901264,56.80256752512561
9,0.0058946274148183875,0.0026105119139383515,0.008167935535311699,7.729075062814065
10,0.0019569068781493115,0.012109052045053081,0.004639907740056515,34.96486337939699
