subject,jsd_mean,mmd2,erp_amp_err,erp_lat_err_ms
2,0.2512112129479646,0.7505326552824816,5.042109966278076,144.52143530150752
3,0.0543818372534588,0.0330997908434376,0.0167810842394828,140.35018844221105
4,0.0449064240674488,0.0354336500817279,0.0121526094153523,122.19299623115576
5,0.0855390725191682,0.0552964167759604,0.0185975190252065,106.73484610552762
6,0.0518841433804482,0.0256905776940807,0.0153675097972154,74.71439227386935
7,0.0391705722140613,0.0386618639969237,0.0143336104229092,129.6767038316583
8,0.1666324320249259,0.2200677697898413,0.3845445513725281,99.864557160804
9,0.0660838725161738,0.0385109503599013,0.0243495926260948,89.4364400125628
10,0.30622158059850335,0.9509064830269703,9.006489753723145,144.88948649497485
